"Gene_ID","Module"
"gene-GNG5|GNG5","brown"
"gene-SPATA1|SPATA1","red"
"gene-CTBS|CTBS","greenyellow"
"gene-LOC100219379|LOC100219379","white"
"gene-LPAR3|LPAR3","brown"
"gene-MCOLN3|MCOLN3","grey60"
"gene-DNAI3|DNAI3","black"
"gene-MCOLN2|MCOLN2","darkred"
"gene-SYDE2|SYDE2","lightcyan"
"gene-C8H1orf52|C8H1orf52","maroon"
"gene-BCL10|BCL10","pink"
"gene-LOC140684591|LOC140684591","darkred"
"gene-DDAH1|DDAH1","turquoise"
"gene-LOC121470317|LOC121470317","lightcyan"
"gene-CCN1|CCN1","thistle1"
"gene-ZNHIT6|ZNHIT6","steelblue"
"gene-COL24A1|COL24A1","red"
"gene-ODF2L|ODF2L","turquoise"
"gene-SH3GLB1|SH3GLB1","brown"
"gene-LOC115496199|LOC115496199","lightyellow"
"gene-LOC140684668|LOC140684668","plum2"
"gene-SELENOF|SELENOF","greenyellow"
"gene-HS2ST1|HS2ST1","turquoise"
"gene-LMO4|LMO4","yellowgreen"
"gene-LOC115496202|LOC115496202","cyan"
"gene-PKN2|PKN2","red"
"gene-GTF2B|GTF2B","turquoise"
"gene-LOC140684670|LOC140684670","plum2"
"gene-KYAT3|KYAT3","royalblue"
"gene-LRRC8B|LRRC8B","brown"
"gene-LRRC8C|LRRC8C","darkturquoise"
"gene-LOC140684593|LOC140684593","darkorange2"
"gene-LOC140684594|LOC140684594","darkmagenta"
"gene-LRRC8D|LRRC8D","orange"
"gene-ZNF326|ZNF326","black"
"gene-ZNF644|ZNF644","orange"
"gene-CDC7|CDC7","violet"
"gene-HFM1|HFM1","grey60"
"gene-BTBD8|BTBD8","navajowhite2"
"gene-TGFBR3|TGFBR3","grey"
"gene-C8H1orf146|C8H1orf146","red"
"gene-GLMN|GLMN","darkgreen"
"gene-RPAP2|RPAP2","red"
"gene-GFI1|GFI1","tan"
"gene-MTF2|MTF2","salmon"
"gene-EVI5|EVI5","turquoise"
"gene-RPL5|RPL5","magenta"
"gene-DIPK1A|DIPK1A","turquoise"
"gene-TMED5|TMED5","turquoise"
"gene-CCDC18|CCDC18","orange"
"gene-LOC100220645|LOC100220645","brown"
"gene-DR1|DR1","turquoise"
"gene-FNBP1L|FNBP1L","lightgreen"
"gene-BCAR3|BCAR3","blue"
"gene-LOC100230168|LOC100230168","red"
"gene-DNTTIP2|DNTTIP2","greenyellow"
"gene-GCLM|GCLM","brown"
"gene-ABCA4|ABCA4","blue"
"gene-ARHGAP29|ARHGAP29","antiquewhite4"
"gene-F3|F3","darkolivegreen"
"gene-SLC44A3|SLC44A3","plum2"
"gene-ABCD3|ABCD3","brown"
"gene-LOC140684587|LOC140684587","yellow"
"gene-CNN3|CNN3","blue"
"gene-RWDD3|RWDD3","red"
"gene-LOC115496212|LOC115496212","grey"
"gene-TLCD4|TLCD4","brown"
"gene-ALG14|ALG14","sienna3"
"gene-LOC115496213|LOC115496213","honeydew1"
"gene-LOC115496214|LOC115496214","darkmagenta"
"gene-LOC115496215|LOC115496215","grey"
"gene-HCCS|HCCS","brown"
"gene-PTBP2|PTBP2","black"
"gene-PLPPR5|PLPPR5","purple"
"gene-SNX7|SNX7","skyblue3"
"gene-DPYD|DPYD","turquoise"
"gene-LOC121470322|LOC121470322","skyblue"
"gene-LOC121470323|LOC121470323","grey"
"gene-PLPPR4|PLPPR4","orange"
"gene-LOC140684595|LOC140684595","orangered4"
"gene-PALMD|PALMD","brown"
"gene-FRRS1|FRRS1","royalblue"
"gene-AGL|AGL","red"
"gene-LOC101234018|LOC101234018","lightyellow"
"gene-LOC115496224|LOC115496224","grey60"
"gene-SLC35A3|SLC35A3","brown"
"gene-RTCA|RTCA","salmon"
"gene-SASS6|SASS6","yellow"
"gene-MFSD14A|MFSD14A","red"
"gene-TRMT13|TRMT13","darkgreen"
"gene-LRRC39|LRRC39","yellow"
"gene-DBT|DBT","turquoise"
"gene-VCAM1|VCAM1","green"
"gene-GPR88|GPR88","yellow"
"gene-CDC14A|CDC14A","greenyellow"
"gene-S1PR1|S1PR1","blue"
"gene-EXTL2|EXTL2","blue"
"gene-SLC30A7|SLC30A7","turquoise"
"gene-DPH5|DPH5","brown"
"gene-LOC100218707|LOC100218707","grey"
"gene-OLFM3|OLFM3","skyblue3"
"gene-LOC100218765|LOC100218765","darkgreen"
"gene-LOC115496226|LOC115496226","purple"
"gene-COL11A1|COL11A1","grey"
"gene-RNPC3|RNPC3","black"
"gene-LOC100231240|LOC100231240","darkgreen"
"gene-LOC100221615|LOC100221615","darkgreen"
"gene-NTNG1|NTNG1","grey"
"gene-LOC115496235|LOC115496235","darkgreen"
"gene-VAV3|VAV3","yellowgreen"
"gene-SLC25A24|SLC25A24","green"
"gene-EEIG2|EEIG2","blue"
"gene-HENMT1|HENMT1","blue"
"gene-PRPF38B|PRPF38B","blue"
"gene-FNDC7|FNDC7","lightcyan"
"gene-AKNAD1|AKNAD1","tan"
"gene-STXBP3|STXBP3","mediumpurple3"
"gene-GPSM2|GPSM2","turquoise"
"gene-CLCC1|CLCC1","cyan"
"gene-WDR47|WDR47","yellow"
"gene-KIF14|KIF14","tan"
"gene-ZNF281|ZNF281","turquoise"
"gene-DDX59|DDX59","darkred"
"gene-CAMSAP2|CAMSAP2","brown"
"gene-LOC115496238|LOC115496238","blue"
"gene-NR5A2|NR5A2","turquoise"
"gene-LOC140684586|LOC140684586","grey"
"gene-LOC115496241|LOC115496241","darkorange2"
"gene-LOC140684613|LOC140684613","grey60"
"gene-LOC116808643|LOC116808643","black"
"gene-PTPRC|PTPRC","green"
"gene-NEK7|NEK7","pink"
"gene-LOC140684652|LOC140684652","pink"
"gene-DENND1B|DENND1B","turquoise"
"gene-CRB1|CRB1","green"
"gene-ZBTB41|ZBTB41","pink"
"gene-ASPM|ASPM","green"
"gene-LOC100220118|LOC100220118","greenyellow"
"gene-CFH|CFH","midnightblue"
"gene-LOC115496249|LOC115496249","blue"
"gene-KCNT2|KCNT2","midnightblue"
"gene-LOC115496250|LOC115496250","darkgreen"
"gene-CDC73|CDC73","turquoise"
"gene-B3GALT2|B3GALT2","pink"
"gene-LAMC2|LAMC2","salmon"
"gene-LAMC1|LAMC1","royalblue"
"gene-NCF2|NCF2","green"
"gene-NPL|NPL","yellow"
"gene-GLRX2|GLRX2","brown"
"gene-RO60|RO60","grey"
"gene-UCHL5|UCHL5","greenyellow"
"gene-LOC115496254|LOC115496254","yellow"
"gene-RC3H1|RC3H1","turquoise"
"gene-SERPINC1|SERPINC1","turquoise"
"gene-ZBTB37|ZBTB37","lightyellow"
"gene-MIR2989-2|MIR2989-2","brown"
"gene-LOC115496310|LOC115496310","blue"
"gene-LOC115496322|LOC115496322","cyan"
"gene-LOC115496319|LOC115496319","cyan"
"gene-LOC115496311|LOC115496311","blue"
"gene-HEBP2|HEBP2","blue"
"gene-DHX9|DHX9","palevioletred3"
"gene-SMG7|SMG7","yellow"
"gene-RGL1|RGL1","green"
"gene-ARPC5|ARPC5","saddlebrown"
"gene-COLGALT2|COLGALT2","maroon"
"gene-TSEN15|TSEN15","magenta"
"gene-NIBAN1|NIBAN1","tan"
"gene-C8H1orf21|C8H1orf21","darkolivegreen"
"gene-EDEM3|EDEM3","purple"
"gene-LOC115496258|LOC115496258","pink"
"gene-RNF2|RNF2","pink"
"gene-TRMT1L|TRMT1L","turquoise"
"gene-SWT1|SWT1","yellow"
"gene-HMCN1|HMCN1","darkorange"
"gene-IVNS1ABP|IVNS1ABP","lightcyan"
"gene-PRG4|PRG4","darkolivegreen"
"gene-TPR|TPR","tan"
"gene-ODR4|ODR4","pink"
"gene-PTGS2|PTGS2","green"
"gene-LOC140684616|LOC140684616","grey"
"gene-PLA2G4A|PLA2G4A","cyan"
"gene-LOC140684658|LOC140684658","blue"
"gene-LOC100224894|LOC100224894","palevioletred3"
"gene-RABGAP1L|RABGAP1L","cyan"
"gene-LOC140684622|LOC140684622","red"
"gene-GPR52|GPR52","palevioletred3"
"gene-CACYBP|CACYBP","blue"
"gene-MRPS14|MRPS14","greenyellow"
"gene-LOC115492431|LOC115492431","tan"
"gene-LOC121470381|LOC121470381","black"
"gene-LOC121470383|LOC121470383","blue"
"gene-LOC140684627|LOC140684627","yellow"
"gene-LOC140684626|LOC140684626","bisque4"
"gene-LOC100231026|LOC100231026","black"
"gene-RGS2|RGS2","green"
"gene-RGS1|RGS1","thistle1"
"gene-RGS18|RGS18","green"
"gene-LOC115496301|LOC115496301","lightcyan"
"gene-RGS4|RGS4","tan"
"gene-LOC100229508|LOC100229508","grey"
"gene-HTATIP2|HTATIP2","brown"
"gene-LOC100231450|LOC100231450","green"
"gene-ATF6|ATF6","midnightblue"
"gene-OLFML2B|OLFML2B","turquoise"
"gene-HSD17B7|HSD17B7","coral1"
"gene-DDR2|DDR2","blue"
"gene-UAP1|UAP1","midnightblue"
"gene-NOS1AP|NOS1AP","brown"
"gene-SPATA46|SPATA46","lightyellow"
"gene-UHMK1|UHMK1","turquoise"
"gene-TMEM121|TMEM121","royalblue"
"gene-TEDC1|TEDC1","pink"
"gene-CRIP1|CRIP1","tan"
"gene-LOC100218042|LOC100218042","lightpink4"
"gene-MTA1|MTA1","blue"
"gene-PACS2|PACS2","darkmagenta"
"gene-SEC22B|SEC22B","brown"
"gene-REG4|REG4","blue"
"gene-NOTCH2|NOTCH2","brown4"
"gene-PDE4DIP|PDE4DIP","palevioletred3"
"gene-PRKAB2|PRKAB2","yellow"
"gene-LOC100232391|LOC100232391","white"
"gene-LOC100229443|LOC100229443","brown"
"gene-HMGCS2|HMGCS2","yellowgreen"
"gene-PHGDH|PHGDH","blue"
"gene-TNFSF4|TNFSF4","lightgreen"
"gene-PLPP6|PLPP6","sienna3"
"gene-FAM78B|FAM78B","red"
"gene-PRDX6|PRDX6","sienna3"
"gene-TADA1|TADA1","blue"
"gene-FASLG|FASLG","tan"
"gene-SUCO|SUCO","turquoise"
"gene-LOC140684632|LOC140684632","black"
"gene-LOC115496285|LOC115496285","grey60"
"gene-PIGC|PIGC","grey"
"gene-DNM3|DNM3","black"
"gene-LOC140684631|LOC140684631","lightsteelblue1"
"gene-METTL13|METTL13","navajowhite2"
"gene-ITPA|ITPA","magenta"
"gene-MYOC|MYOC","pink"
"gene-VAMP4|VAMP4","thistle2"
"gene-PRRC2C|PRRC2C","grey"
"gene-PRRX1|PRRX1","cyan"
"gene-LOC100225686|LOC100225686","grey"
"gene-FMO1|FMO1","brown"
"gene-GORAB|GORAB","black"
"gene-NTMT2|NTMT2","thistle1"
"gene-FIRRM|FIRRM","red"
"gene-KIFAP3|KIFAP3","turquoise"
"gene-SCYL3|SCYL3","greenyellow"
"gene-METTL18|METTL18","greenyellow"
"gene-LOC140684633|LOC140684633","plum1"
"gene-LOC100189978|LOC100189978","magenta"
"gene-SELE|SELE","purple"
"gene-RXRG|RXRG","paleturquoise"
"gene-LOC115496283|LOC115496283","orangered4"
"gene-PBX1|PBX1","turquoise"
"gene-LOC115496281|LOC115496281","thistle2"
"gene-LOC140684638|LOC140684638","navajowhite2"
"gene-NUF2|NUF2","purple"
"gene-KLHL20|KLHL20","skyblue"
"gene-LOC115496279|LOC115496279","red"
"gene-CENPL|CENPL","grey"
"gene-DARS2|DARS2","white"
"gene-MGST3|MGST3","magenta"
"gene-ALDH9A1|ALDH9A1","turquoise"
"gene-TMCO1|TMCO1","midnightblue"
"gene-UCK2|UCK2","midnightblue"
"gene-RGS8|RGS8","white"
"gene-LOC115496278|LOC115496278","black"
"gene-LOC100230430|LOC100230430","lightcyan"
"gene-CACNA1E|CACNA1E","orange"
"gene-IER5|IER5","orange"
"gene-STX6|STX6","turquoise"
"gene-KIAA1614|KIAA1614","tan"
"gene-GLUL|GLUL","pink"
"gene-XPR1|XPR1","turquoise"
"gene-ACBD6|ACBD6","maroon"
"gene-QSOX1|QSOX1","blue"
"gene-CEP350|CEP350","darkgrey"
"gene-LOC100225641|LOC100225641","turquoise"
"gene-TOR1AIP2|TOR1AIP2","pink"
"gene-TDRD5|TDRD5","grey"
"gene-SOAT1|SOAT1","blue"
"gene-ABL2|ABL2","grey"
"gene-TOR3A|TOR3A","brown"
"gene-FAM20B|FAM20B","brown"
"gene-RALGPS2|RALGPS2","brown"
"gene-RASAL2|RASAL2","purple"
"gene-LOC140684645|LOC140684645","darkorange"
"gene-LOC115496274|LOC115496274","brown"
"gene-LOC140684646|LOC140684646","brown"
"gene-SEC16B|SEC16B","brown"
"gene-LOC116808648|LOC116808648","tan"
"gene-BRINP2|BRINP2","magenta"
"gene-LOC116808649|LOC116808649","purple"
"gene-COP1|COP1","turquoise"
"gene-TNR|TNR","lightyellow"
"gene-LOC140684649|LOC140684649","yellow"
"gene-KIAA0040|KIAA0040","grey"
"gene-LOC140684656|LOC140684656","darkturquoise"
"gene-CLSTN2|CLSTN2","grey60"
"gene-NMNAT3|NMNAT3","paleturquoise"
"gene-LOC115496384|LOC115496384","mediumpurple3"
"gene-COPB2|COPB2","brown"
"gene-MRPS22|MRPS22","brown"
"gene-PIK3CB|PIK3CB","pink"
"gene-PER2|PER2","antiquewhite4"
"gene-LOC100232098|LOC100232098","lightgreen"
"gene-LOC115496397|LOC115496397","brown4"
"gene-CAB39|CAB39","saddlebrown"
"gene-ITM2C|ITM2C","green"
"gene-GPR55|GPR55","tan"
"gene-LOC105759491|LOC105759491","green"
"gene-LOC100232037|LOC100232037","green"
"gene-LOC121470441|LOC121470441","blue"
"gene-ST6GAL1|ST6GAL1","midnightblue"
"gene-LOC140684685|LOC140684685","salmon"
"gene-ADIPOQ|ADIPOQ","brown4"
"gene-COPS9|COPS9","greenyellow"
"gene-OTOS|OTOS","lavenderblush3"
"gene-LOC100218614|LOC100218614","plum1"
"gene-GPC1|GPC1","yellow"
"gene-MAP6D1|MAP6D1","greenyellow"
"gene-DUSP28|DUSP28","grey"
"gene-LOC100219596|LOC100219596","darkred"
"gene-LOC140684688|LOC140684688","green"
"gene-PARL|PARL","brown"
"gene-KLHL6|KLHL6","green"
"gene-ARHGEF4|ARHGEF4","tan"
"gene-YEATS2|YEATS2","red"
"gene-LOC140684675|LOC140684675","grey"
"gene-KLHL24|KLHL24","antiquewhite4"
"gene-LOC115496469|LOC115496469","lightcyan"
"gene-FAM168B|FAM168B","lightgreen"
"gene-PLEKHB2|PLEKHB2","blue"
"gene-HS6ST1|HS6ST1","lightgreen"
"gene-UGGT1|UGGT1","turquoise"
"gene-SAP130|SAP130","ivory"
"gene-FBXL12|FBXL12","grey"
"gene-WDR33|WDR33","turquoise"
"gene-AMMECR1L|AMMECR1L","turquoise"
"gene-LOC140684672|LOC140684672","red"
"gene-POLR2D|POLR2D","cyan"
"gene-SFT2D3|SFT2D3","black"
"gene-PAK2|PAK2","grey"
"gene-LOC115496349|LOC115496349","violet"
"gene-NRROS|NRROS","pink"
"gene-PIGX|PIGX","black"
"gene-CEP19|CEP19","magenta"
"gene-FBXO45|FBXO45","greenyellow"
"gene-WDR53|WDR53","brown"
"gene-LOC140684753|LOC140684753","black"
"gene-RNF168|RNF168","red"
"gene-UBXN7|UBXN7","red"
"gene-TM4SF19|TM4SF19","green"
"gene-NEU4|NEU4","lightgreen"
"gene-TSPEAR|TSPEAR","yellow"
"gene-LOC100227325|LOC100227325","blue"
"gene-ETV5|ETV5","brown"
"gene-FARP2|FARP2","red"
"gene-D2HGDH|D2HGDH","yellow"
"gene-ING5|ING5","skyblue"
"gene-DTYMK|DTYMK","black"
"gene-ATG4B|ATG4B","skyblue"
"gene-THAP4|THAP4","greenyellow"
"gene-UBE2G2|UBE2G2","turquoise"
"gene-LOC115496454|LOC115496454","blue"
"gene-PTTG1IP|PTTG1IP","blue"
"gene-BOK|BOK","darkgrey"
"gene-STK25|STK25","turquoise"
"gene-MAB21L4|MAB21L4","darkmagenta"
"gene-AGXT|AGXT","yellow"
"gene-PASK|PASK","yellow"
"gene-SEPTIN2|SEPTIN2","green"
"gene-HDLBP|HDLBP","turquoise"
"gene-PPP1R7|PPP1R7","floralwhite"
"gene-MTERF4|MTERF4","magenta"
"gene-SNED1|SNED1","yellow"
"gene-KLHL30|KLHL30","darkred"
"gene-LOC105759498|LOC105759498","orangered4"
"gene-ESPNL|ESPNL","purple"
"gene-KIF1A|KIF1A","royalblue"
"gene-ILKAP|ILKAP","magenta"
"gene-SRPRB|SRPRB","turquoise"
"gene-SLCO2A1|SLCO2A1","green"
"gene-RYK|RYK","sienna3"
"gene-AMOTL2|AMOTL2","blue"
"gene-SENP2|SENP2","darkmagenta"
"gene-IGF2BP2|IGF2BP2","darkorange"
"gene-TRA2B|TRA2B","darkred"
"gene-LOC140684686|LOC140684686","red"
"gene-CFAP410|CFAP410","cyan"
"gene-PFKL|PFKL","brown4"
"gene-PROCR|PROCR","darkgrey"
"gene-DNAJB11|DNAJB11","midnightblue"
"gene-TBCCD1|TBCCD1","purple"
"gene-CRYGS|CRYGS","grey"
"gene-EPHB1|EPHB1","darkgrey"
"gene-CEP63|CEP63","yellow"
"gene-ANAPC13|ANAPC13","skyblue3"
"gene-TF|TF","blue"
"gene-LIPH|LIPH","yellow"
"gene-MAP3K13|MAP3K13","blue"
"gene-TMEM41A|TMEM41A","brown"
"gene-EHHADH|EHHADH","brown"
"gene-C9H3orf70|C9H3orf70","salmon4"
"gene-VPS8|VPS8","grey"
"gene-NME9|NME9","yellow"
"gene-ARMC8|ARMC8","turquoise"
"gene-DBR1|DBR1","brown"
"gene-PPP2R3A|PPP2R3A","brown"
"gene-SLC35G2|SLC35G2","blue"
"gene-PCCB|PCCB","grey"
"gene-MSL2|MSL2","turquoise"
"gene-STAG1|STAG1","turquoise"
"gene-LOC121470470|LOC121470470","magenta"
"gene-SCLY|SCLY","paleturquoise"
"gene-LOC100218598|LOC100218598","turquoise"
"gene-EFHD1|EFHD1","skyblue"
"gene-LOC115496364|LOC115496364","lightcyan"
"gene-SNORC|SNORC","blue"
"gene-GIGYF2|GIGYF2","yellow"
"gene-KCNJ13|KCNJ13","yellow"
"gene-NGEF|NGEF","salmon"
"gene-INPP5D|INPP5D","darkorange"
"gene-NEU2|NEU2","salmon4"
"gene-ATG16L1|ATG16L1","skyblue"
"gene-SAG|SAG","black"
"gene-LOC115496478|LOC115496478","grey"
"gene-SPSB4|SPSB4","lightpink4"
"gene-DGKD|DGKD","yellow"
"gene-LOC100226327|LOC100226327","coral1"
"gene-LOC140684699|LOC140684699","darkgrey"
"gene-PROC|PROC","lightyellow"
"gene-IWS1|IWS1","red"
"gene-LIMS2|LIMS2","brown"
"gene-SLC25A36|SLC25A36","yellow"
"gene-PXYLP1|PXYLP1","brown"
"gene-EPHA4|EPHA4","yellow"
"gene-RNF228|RNF228","lightcyan"
"gene-SGPP2|SGPP2","pink"
"gene-FARSB|FARSB","skyblue"
"gene-MOGAT1|MOGAT1","skyblue"
"gene-KCNE4|KCNE4","grey"
"gene-ACSL3|ACSL3","pink"
"gene-SCG2|SCG2","turquoise"
"gene-AP1S3|AP1S3","purple"
"gene-WDFY1|WDFY1","turquoise"
"gene-SERPINE2|SERPINE2","plum1"
"gene-FAM124B|FAM124B","red"
"gene-LOC100225337|LOC100225337","brown4"
"gene-CUL3|CUL3","brown"
"gene-DOCK10|DOCK10","green"
"gene-NYAP2|NYAP2","violet"
"gene-LOC121470428|LOC121470428","darkturquoise"
"gene-LOC115496381|LOC115496381","blue"
"gene-IRS1|IRS1","turquoise"
"gene-RHBDD1|RHBDD1","yellow"
"gene-LOC115496365|LOC115496365","purple"
"gene-COL4A4|COL4A4","purple"
"gene-COL4A3|COL4A3","yellow"
"gene-MFF|MFF","darkred"
"gene-AGFG1|AGFG1","turquoise"
"gene-MRPL44|MRPL44","greenyellow"
"gene-LOC100227272|LOC100227272","grey"
"gene-SLC19A3|SLC19A3","blue"
"gene-CCL20|CCL20","blue"
"gene-SPHKAP|SPHKAP","purple"
"gene-PID1|PID1","blue"
"gene-DNER|DNER","grey"
"gene-SLC16A14|SLC16A14","pink"
"gene-LOC140684709|LOC140684709","grey"
"gene-LOC140684701|LOC140684701","grey60"
"gene-TRIP12|TRIP12","lightgreen"
"gene-ZBTB38|ZBTB38","grey"
"gene-RASA2|RASA2","red"
"gene-RNF7|RNF7","brown"
"gene-GRK7|GRK7","sienna3"
"gene-ATP1B3|ATP1B3","green"
"gene-TFDP2|TFDP2","turquoise"
"gene-XRN1|XRN1","darkmagenta"
"gene-GK5|GK5","darkred"
"gene-ATR|ATR","yellow"
"gene-PLS1|PLS1","white"
"gene-TRPC1|TRPC1","royalblue"
"gene-PCOLCE2|PCOLCE2","grey60"
"gene-U2SURP|U2SURP","darkorange"
"gene-PAQR9|PAQR9","turquoise"
"gene-CHST2|CHST2","skyblue"
"gene-SLC9A9|SLC9A9","tan"
"gene-DIPK2A|DIPK2A","darkorange"
"gene-PLOD2|PLOD2","cyan"
"gene-PLSCR1|PLSCR1","purple"
"gene-LOC115496391|LOC115496391","purple"
"gene-AGTR1|AGTR1","plum1"
"gene-DLG1|DLG1","brown"
"gene-CPB1|CPB1","plum2"
"gene-LOC116808685|LOC116808685","turquoise"
"gene-PIGZ|PIGZ","blue"
"gene-MELTF|MELTF","purple"
"gene-APOD|APOD","turquoise"
"gene-LOC121470442|LOC121470442","turquoise"
"gene-BDH1|BDH1","lightgreen"
"gene-LOC100232689|LOC100232689","midnightblue"
"gene-PPP1R2|PPP1R2","turquoise"
"gene-ACAP2|ACAP2","red"
"gene-XXYLT1|XXYLT1","sienna3"
"gene-FAM43A|FAM43A","blue"
"gene-LSG1|LSG1","grey"
"gene-LOC140684687|LOC140684687","yellow"
"gene-ATP13A3|ATP13A3","turquoise"
"gene-LOC101234091|LOC101234091","green"
"gene-LOC116808697|LOC116808697","violet"
"gene-LOC116808714|LOC116808714","yellow"
"gene-HES1|HES1","blue"
"gene-ATP13A4|ATP13A4","darkseagreen4"
"gene-OPA1|OPA1","brown"
"gene-MB21D2|MB21D2","lightcyan"
"gene-FGF12|FGF12","turquoise"
"gene-LOC100224009|LOC100224009","thistle2"
"gene-LOC100232623|LOC100232623","green"
"gene-LOC100190450|LOC100190450","purple"
"gene-LOC115496342|LOC115496342","purple"
"gene-LOC100226902|LOC100226902","pink"
"gene-PLAAT1|PLAAT1","greenyellow"
"gene-LOC140684674|LOC140684674","violet"
"gene-CCDC50|CCDC50","mediumpurple3"
"gene-TMEM207|TMEM207","grey"
"gene-IL1RAP|IL1RAP","brown4"
"gene-CLDN1|CLDN1","turquoise"
"gene-P3H2|P3H2","lightpink4"
"gene-TP63|TP63","lightgreen"
"gene-LPP|LPP","skyblue"
"gene-LOC140684748|LOC140684748","purple"
"gene-LOC116808692|LOC116808692","black"
"gene-BCL6|BCL6","orangered4"
"gene-LOC101232826|LOC101232826","brown"
"gene-MASP1|MASP1","lavenderblush3"
"gene-PDCD1|PDCD1","green"
"gene-DYNLT2B|DYNLT2B","lightgreen"
"gene-PCYT1A|PCYT1A","coral1"
"gene-SLC51A|SLC51A","midnightblue"
"gene-TFRC|TFRC","grey"
"gene-TNK2|TNK2","blue"
"gene-LOC101232903|LOC101232903","orange"
"gene-RUBCN|RUBCN","steelblue"
"gene-LRCH3|LRCH3","darkturquoise"
"gene-IQCG|IQCG","plum2"
"gene-LOC105759518|LOC105759518","green"
"gene-LOC100226900|LOC100226900","steelblue"
"gene-LOC115496426|LOC115496426","brown"
"gene-FYTTD1|FYTTD1","saddlebrown"
"gene-RPL35A|RPL35A","magenta"
"gene-LOC115496371|LOC115496371","blue"
"gene-C9H2orf72|C9H2orf72","yellow"
"gene-PSMD1|PSMD1","turquoise"
"gene-HTR2B|HTR2B","brown4"
"gene-ARMC9|ARMC9","cyan"
"gene-B3GNT7|B3GNT7","green"
"gene-NCL|NCL","skyblue"
"gene-LOC115496473|LOC115496473","blue"
"gene-LOC115496477|LOC115496477","steelblue"
"gene-LOC140684718|LOC140684718","yellow"
"gene-PTMA|PTMA","midnightblue"
"gene-PDE6D|PDE6D","midnightblue"
"gene-COPS7B|COPS7B","turquoise"
"gene-LOC100219277|LOC100219277","tan"
"gene-LOC100231768|LOC100231768","navajowhite2"
"gene-LOC100228856|LOC100228856","navajowhite2"
"gene-DIS3L2|DIS3L2","turquoise"
"gene-CHRNG|CHRNG","maroon"
"gene-SLC12A9|SLC12A9","green"
"gene-EIF4E2|EIF4E2","turquoise"
"gene-LOC100218227|LOC100218227","lightsteelblue1"
"gene-LOC100221075|LOC100221075","salmon4"
"gene-LOC100230674|LOC100230674","blue"
"gene-CAPN10|CAPN10","salmon"
"gene-RNPEPL1|RNPEPL1","lightgreen"
"gene-ABCC5|ABCC5","salmon"
"gene-EIF2B5|EIF2B5","turquoise"
"gene-DVL3|DVL3","purple"
"gene-AP2M1|AP2M1","turquoise"
"gene-ABCF3|ABCF3","turquoise"
"gene-VWA5B2|VWA5B2","purple"
"gene-LOC121470407|LOC121470407","turquoise"
"gene-LOC121470408|LOC121470408","purple"
"gene-ALG3|ALG3","grey"
"gene-EEF1AKMT4|EEF1AKMT4","purple"
"gene-CAMK2N2|CAMK2N2","blue"
"gene-ECE2|ECE2","maroon"
"gene-LOC105759524|LOC105759524","brown"
"gene-PSMD2|PSMD2","pink"
"gene-FAM131A|FAM131A","darkgrey"
"gene-EIF4G1|EIF4G1","turquoise"
"gene-CHRD|CHRD","darkturquoise"
"gene-THPO|THPO","green"
"gene-CLCN2|CLCN2","palevioletred3"
"gene-POLR2H|POLR2H","yellowgreen"
"gene-EPHB3|EPHB3","lightsteelblue1"
"gene-LOC115496408|LOC115496408","black"
"gene-LOC140684715|LOC140684715","midnightblue"
"gene-LOC140684694|LOC140684694","darkgreen"
"gene-SENP5|SENP5","brown"
"gene-LOC140684693|LOC140684693","blue"
"gene-AHSG|AHSG","greenyellow"
"gene-FETUB|FETUB","red"
"gene-HRG|HRG","saddlebrown"
"gene-KNG1|KNG1","greenyellow"
"gene-RFC4|RFC4","magenta"
"gene-MCF2L2|MCF2L2","violet"
"gene-B3GNT5|B3GNT5","green"
"gene-LAMP3|LAMP3","yellow"
"gene-EIF4A2|EIF4A2","coral1"
"gene-LOC115496485|LOC115496485","steelblue"
"gene-LOC115496482|LOC115496482","steelblue"
"gene-LOC115496474|LOC115496474","steelblue"
"gene-MCCC1|MCCC1","orange"
"gene-DCUN1D1|DCUN1D1","grey60"
"gene-ATP11B|ATP11B","turquoise"
"gene-SOX2|SOX2","lavenderblush3"
"gene-DNAJC19|DNAJC19","black"
"gene-FXR1|FXR1","blue"
"gene-CCDC39|CCDC39","blue"
"gene-TTC14|TTC14","yellow"
"gene-PEX5L|PEX5L","orange"
"gene-USP13|USP13","tan"
"gene-NDUFB5|NDUFB5","greenyellow"
"gene-MRPL47|MRPL47","brown"
"gene-ACTL6A|ACTL6A","brown"
"gene-GNB4|GNB4","turquoise"
"gene-ZNF639|ZNF639","brown"
"gene-MFN1|MFN1","brown"
"gene-PIK3CA|PIK3CA","antiquewhite4"
"gene-LOC140684714|LOC140684714","blue"
"gene-ZMAT3|ZMAT3","turquoise"
"gene-LOC140684722|LOC140684722","darkgreen"
"gene-LOC121470467|LOC121470467","grey"
"gene-TBL1XR1|TBL1XR1","turquoise"
"gene-LOC115496373|LOC115496373","ivory"
"gene-ECT2|ECT2","tan"
"gene-NAALADL2|NAALADL2","violet"
"gene-NCEH1|NCEH1","turquoise"
"gene-LOC115496336|LOC115496336","yellow"
"gene-TNFSF10|TNFSF10","yellow"
"gene-FNDC3B|FNDC3B","midnightblue"
"gene-PLD1|PLD1","brown4"
"gene-TNIK|TNIK","green"
"gene-SLC2A2|SLC2A2","midnightblue"
"gene-EIF5A2|EIF5A2","turquoise"
"gene-RPL22L1|RPL22L1","blue"
