"Gene_ID","Module"
"gene-MGLL|MGLL","green"
"gene-LOC121470636|LOC121470636","turquoise"
"gene-SEC61A1|SEC61A1","royalblue"
"gene-RUVBL1|RUVBL1","brown"
"gene-EEFSEC|EEFSEC","grey"
"gene-GATA2|GATA2","midnightblue"
"gene-LOC140684921|LOC140684921","grey"
"gene-LOC140684922|LOC140684922","yellowgreen"
"gene-RPN1|RPN1","saddlebrown"
"gene-LOC115497019|LOC115497019","turquoise"
"gene-RAB7A|RAB7A","brown"
"gene-H1-10|H1-10","blue"
"gene-LOC115496993|LOC115496993","turquoise"
"gene-HMCES|HMCES","green"
"gene-COPG1|COPG1","green"
"gene-LOC140684928|LOC140684928","grey"
"gene-COL7A1|COL7A1","midnightblue"
"gene-UQCRC1|UQCRC1","yellow"
"gene-CELSR3|CELSR3","turquoise"
"gene-NCKIPSD|NCKIPSD","red"
"gene-IP6K2|IP6K2","darkorange"
"gene-ABHD6|ABHD6","brown"
"gene-DNASE1L3|DNASE1L3","blue"
"gene-FLNB|FLNB","brown"
"gene-HESX1|HESX1","grey"
"gene-DNAH12|DNAH12","turquoise"
"gene-ASB14|ASB14","orangered4"
"gene-APPL1|APPL1","turquoise"
"gene-ARHGEF3|ARHGEF3","darkturquoise"
"gene-LOC115496955|LOC115496955","blue"
"gene-SLMAP|SLMAP","purple"
"gene-DENND6A|DENND6A","turquoise"
"gene-ARF4|ARF4","yellow"
"gene-PDE12|PDE12","greenyellow"
"gene-TASOR|TASOR","turquoise"
"gene-CCDC66|CCDC66","turquoise"
"gene-WNT5A|WNT5A","green"
"gene-CACNA2D3|CACNA2D3","white"
"gene-SELENOK|SELENOK","grey60"
"gene-ACTR8|ACTR8","red"
"gene-CHDH|CHDH","palevioletred3"
"gene-CACNA1D|CACNA1D","grey"
"gene-DCP1A|DCP1A","blue"
"gene-FANCD2|FANCD2","blue"
"gene-TKT|TKT","salmon"
"gene-TMEM40|TMEM40","turquoise"
"gene-BRK1|BRK1","yellow"
"gene-LOC100190503|LOC100190503","yellow"
"gene-USP4|USP4","brown"
"gene-GPX1|GPX1","darkturquoise"
"gene-RHOA|RHOA","brown"
"gene-LOC140684995|LOC140684995","blue"
"gene-TEX264|TEX264","yellow"
"gene-GRM2|GRM2","tan"
"gene-RRP9|RRP9","red"
"gene-NAA80|NAA80","grey"
"gene-HYAL3|HYAL3","turquoise"
"gene-IFRD2|IFRD2","darkslateblue"
"gene-LOC100224927|LOC100224927","darkorange"
"gene-SEMA3B|SEMA3B","lightgreen"
"gene-SLC38A3|SLC38A3","magenta"
"gene-GNAI2|GNAI2","blue"
"gene-SEMA3F|SEMA3F","salmon"
"gene-PCBP4|PCBP4","grey"
"gene-RBM5|RBM5","turquoise"
"gene-ABHD14B|ABHD14B","yellow"
"gene-ABHD14A|ABHD14A","yellow"
"gene-SEMA3G|SEMA3G","yellow"
"gene-ACY1|ACY1","magenta"
"gene-DNAH1|DNAH1","turquoise"
"gene-BAP1|BAP1","greenyellow"
"gene-LOC116808871|LOC116808871","mediumpurple3"
"gene-GLYCTK|GLYCTK","white"
"gene-WDR82|WDR82","pink"
"gene-PPM1M|PPM1M","brown4"
"gene-TWF2|TWF2","darkgreen"
"gene-ALAS1|ALAS1","darkgreen"
"gene-LOC115496951|LOC115496951","turquoise"
"gene-POC1A|POC1A","turquoise"
"gene-LOC115496928|LOC115496928","turquoise"
"gene-DUSP7|DUSP7","brown"
"gene-TNNC1|TNNC1","pink"
"gene-LOC140684948|LOC140684948","lightcyan"
"gene-LOC140684949|LOC140684949","red"
"gene-LOC121470622|LOC121470622","thistle2"
"gene-RPL29|RPL29","pink"
"gene-NISCH|NISCH","black"
"gene-STAB1|STAB1","orange"
"gene-NT5DC2|NT5DC2","grey"
"gene-LOC140684919|LOC140684919","turquoise"
"gene-UQCC5|UQCC5","turquoise"
"gene-PBRM1|PBRM1","black"
"gene-GNL3|GNL3","grey"
"gene-LOC115497038|LOC115497038","pink"
"gene-MUSTN1|MUSTN1","turquoise"
"gene-STIMATE|STIMATE","brown"
"gene-SFMBT1|SFMBT1","black"
"gene-LOC140684960|LOC140684960","salmon"
"gene-RFT1|RFT1","red"
"gene-CENPP|CENPP","black"
"gene-OMD|OMD","blue"
"gene-ASPN|ASPN","magenta"
"gene-IPPK|IPPK","brown"
"gene-NOL8|NOL8","turquoise"
"gene-OGN|OGN","grey60"
"gene-ECM2|ECM2","darkturquoise"
"gene-GLT8D1|GLT8D1","grey60"
"gene-SPCS1|SPCS1","pink"
"gene-NEK4|NEK4","brown"
"gene-LOC100227823|LOC100227823","red"
"gene-LOC115496960|LOC115496960","turquoise"
"gene-ITIH4|ITIH4","green"
"gene-LOC100189947|LOC100189947","darkgreen"
"gene-ATRIP|ATRIP","magenta"
"gene-SHISA5|SHISA5","black"
"gene-RNF123|RNF123","brown"
"gene-AMIGO3|AMIGO3","grey"
"gene-GMPPB|GMPPB","turquoise"
"gene-IP6K1|IP6K1","blue"
"gene-TRAIP|TRAIP","blue"
"gene-INKA1|INKA1","brown4"
"gene-UBA7|UBA7","turquoise"
"gene-DAG1|DAG1","brown"
"gene-TCTA|TCTA","yellow"
"gene-AMT|AMT","yellow"
"gene-NICN1|NICN1","yellow"
"gene-LOC140684985|LOC140684985","pink"
"gene-MST1|MST1","turquoise"
"gene-LOC100231670|LOC100231670","turquoise"
"gene-CAMKV|CAMKV","mediumpurple3"
"gene-BSN|BSN","blue"
"gene-LOC100219182|LOC100219182","pink"
"gene-MST1R|MST1R","grey"
"gene-RBM6|RBM6","turquoise"
"gene-MON1A|MON1A","green"
"gene-RAD54L2|RAD54L2","green"
"gene-LOC100224101|LOC100224101","salmon"
"gene-LOC140684934|LOC140684934","black"
"gene-DCAF1|DCAF1","brown"
"gene-RBM15B|RBM15B","green"
"gene-CACNA2D2|CACNA2D2","black"
"gene-DOCK3|DOCK3","red"
"gene-MAPKAPK3|MAPKAPK3","turquoise"
"gene-HEMK1|HEMK1","red"
"gene-LOC105759033|LOC105759033","blue"
"gene-MANF|MANF","grey60"
"gene-CISH|CISH","black"
"gene-C12H3orf18|C12H3orf18","purple"
"gene-ZMYND10|ZMYND10","turquoise"
"gene-TMEM115|TMEM115","yellow"
"gene-CYB561D2|CYB561D2","yellowgreen"
"gene-NPRL2|NPRL2","turquoise"
"gene-RASSF1|RASSF1","turquoise"
"gene-LOC100219184|LOC100219184","darkgreen"
"gene-LOC100228780|LOC100228780","blue"
"gene-TUSC2|TUSC2","green"
"gene-LOC100227828|LOC100227828","darkmagenta"
"gene-PRKCD|PRKCD","blue"
"gene-LOC100226935|LOC100226935","turquoise"
"gene-IARS1|IARS1","brown"
"gene-SLC6A11|SLC6A11","grey"
"gene-ATP2B2|ATP2B2","grey"
"gene-SLC6A1|SLC6A1","tan"
"gene-HRH1|HRH1","grey"
"gene-LOC115496933|LOC115496933","darkgrey"
"gene-ATG7|ATG7","brown"
"gene-VGLL4|VGLL4","darkolivegreen"
"gene-TAMM41|TAMM41","red"
"gene-RAF1|RAF1","skyblue"
"gene-LOC100231678|LOC100231678","midnightblue"
"gene-EFCC1|EFCC1","paleturquoise"
"gene-SYN2|SYN2","tan"
"gene-TIMP4|TIMP4","grey"
"gene-PPARG|PPARG","grey"
"gene-TSEN2|TSEN2","floralwhite"
"gene-MKRN2OS|MKRN2OS","mediumpurple3"
"gene-MKRN2|MKRN2","brown"
"gene-CNBP|CNBP","magenta"
"gene-ISY1|ISY1","black"
"gene-RAB43|RAB43","brown"
"gene-GP9|GP9","blue"
"gene-ACAD9|ACAD9","green"
"gene-IQSEC1|IQSEC1","green"
"gene-HDAC11|HDAC11","turquoise"
"gene-LOC140684961|LOC140684961","greenyellow"
"gene-NUP210|NUP210","black"
"gene-LOC121469129|LOC121469129","grey"
"gene-FBLN2|FBLN2","green"
"gene-LOC115497003|LOC115497003","greenyellow"
"gene-WNT7A|WNT7A","salmon"
"gene-LOC121470618|LOC121470618","turquoise"
"gene-LOC140684951|LOC140684951","grey"
"gene-LOC140684901|LOC140684901","plum2"
"gene-PTPDC1|PTPDC1","magenta"
"gene-LOC115497031|LOC115497031","royalblue"
"gene-PHF2|PHF2","turquoise"
"gene-WNK2|WNK2","grey"
"gene-LOC115496974|LOC115496974","lightyellow"
"gene-FAM120A|FAM120A","brown"
"gene-NINJ1|NINJ1","blue"
"gene-CARD19|CARD19","blue"
"gene-LOC115496970|LOC115496970","turquoise"
"gene-SUSD3|SUSD3","grey"
"gene-FGD3|FGD3","blue"
"gene-MAJIN|MAJIN","turquoise"
"gene-BICD2|BICD2","brown"
"gene-LOC100217705|LOC100217705","blue"
"gene-LOC100232116|LOC100232116","blue"
"gene-LOC100232716|LOC100232716","cyan"
"gene-LOC105760188|LOC105760188","turquoise"
"gene-LOC140684958|LOC140684958","turquoise"
"gene-CCDC25|CCDC25","turquoise"
"gene-LOC121470626|LOC121470626","turquoise"
"gene-LOC121470656|LOC121470656","brown"
"gene-EGR1|EGR1","turquoise"
"gene-REEP2|REEP2","turquoise"
"gene-KDM3B|KDM3B","black"
"gene-LOC100224313|LOC100224313","black"
"gene-LOC100217491|LOC100217491","skyblue"
"gene-SOWAHA|SOWAHA","grey"
"gene-SHROOM1|SHROOM1","skyblue"
"gene-SEPTIN8|SEPTIN8","brown"
"gene-CCNI2|CCNI2","lightgreen"
"gene-KIF3A|KIF3A","black"
"gene-RAD50|RAD50","black"
"gene-IRF1|IRF1","blue"
"gene-LOC100218092|LOC100218092","red"
"gene-LOC100220939|LOC100220939","turquoise"
"gene-PDLIM4|PDLIM4","grey"
"gene-P4HA2|P4HA2","darkgrey"
"gene-LOC140685021|LOC140685021","blue"
"gene-LOC115497150|LOC115497150","red"
"gene-ACSL6|ACSL6","grey"
"gene-FNIP1|FNIP1","blue"
"gene-LOC140685050|LOC140685050","grey"
"gene-MEIKIN|MEIKIN","grey"
"gene-RAPGEF6|RAPGEF6","brown"
"gene-C13H5orf15|C13H5orf15","brown"
"gene-VDAC1|VDAC1","brown"
"gene-LOC116808926|LOC116808926","grey"
"gene-TCF7|TCF7","thistle2"
"gene-LOC115497123|LOC115497123","plum2"
"gene-SKP1|SKP1","brown"
"gene-PPP2CA|PPP2CA","brown"
"gene-UBE2B|UBE2B","purple"
"gene-LOC121470668|LOC121470668","darkgreen"
"gene-JADE2|JADE2","red"
"gene-SAR1B|SAR1B","brown"
"gene-SEC24A|SEC24A","brown"
"gene-CAMLG|CAMLG","brown"
"gene-DDX46|DDX46","green"
"gene-C13H5orf24|C13H5orf24","darkmagenta"
"gene-TXNDC15|TXNDC15","red"
"gene-PCBD2|PCBD2","magenta"
"gene-MACROH2A1|MACROH2A1","salmon"
"gene-SLC25A48|SLC25A48","cyan"
"gene-LECT2|LECT2","blue"
"gene-FBXL21P|FBXL21P","cyan"
"gene-TGFBI|TGFBI","blue"
"gene-SMAD5|SMAD5","black"
"gene-LOC140684998|LOC140684998","darkolivegreen"
"gene-SMIM32|SMIM32","grey"
"gene-SPOCK1|SPOCK1","grey"
"gene-MYOT|MYOT","grey"
"gene-KLHL3|KLHL3","skyblue3"
"gene-HNRNPA0|HNRNPA0","skyblue"
"gene-FAM13B|FAM13B","black"
"gene-LOC100232010|LOC100232010","grey"
"gene-NME5|NME5","orangered4"
"gene-LOC115497064|LOC115497064","red"
"gene-LOC115497063|LOC115497063","cyan"
"gene-HNRNPAB|HNRNPAB","green"
"gene-PHYKPL|PHYKPL","magenta"
"gene-CLK4|CLK4","turquoise"
"gene-RASGEF1C|RASGEF1C","red"
"gene-GFPT2|GFPT2","blue"
"gene-MAPK9|MAPK9","lightcyan"
"gene-CNOT6|CNOT6","blue"
"gene-ADAMTS2|ADAMTS2","floralwhite"
"gene-RUFY1|RUFY1","red"
"gene-MAML1|MAML1","black"
"gene-LOC100219450|LOC100219450","darkorange2"
"gene-MGAT4B|MGAT4B","green"
"gene-LOC100218541|LOC100218541","greenyellow"
"gene-HNRNPH1|HNRNPH1","turquoise"
"gene-LOC100220427|LOC100220427","blue"
"gene-CANX|CANX","royalblue"
"gene-SQSTM1|SQSTM1","red"
"gene-MRNIP|MRNIP","black"
"gene-LOC140685051|LOC140685051","blue"
"gene-TBC1D9B|TBC1D9B","brown"
"gene-RNF130|RNF130","greenyellow"
"gene-FLT4|FLT4","tan"
"gene-LOC100224234|LOC100224234","blue"
"gene-HMGXB3|HMGXB3","turquoise"
"gene-CSF1R|CSF1R","blue"
"gene-PDGFRB|PDGFRB","brown"
"gene-CAMK2A|CAMK2A","salmon"
"gene-ARSI|ARSI","grey"
"gene-TCOF1|TCOF1","blue"
"gene-CD74|CD74","blue"
"gene-RPS14|RPS14","pink"
"gene-NDST1|NDST1","brown"
"gene-SYNPO|SYNPO","yellow"
"gene-MYOZ3|MYOZ3","turquoise"
"gene-CCDC69|CCDC69","blue"
"gene-ANXA6|ANXA6","darkturquoise"
"gene-LOC100221377|LOC100221377","turquoise"
"gene-GM2A|GM2A","salmon"
"gene-LOC100223308|LOC100223308","blue"
"gene-FAT2|FAT2","blue"
"gene-SPARC|SPARC","blue"
"gene-ATOX1|ATOX1","pink"
"gene-G3BP1|G3BP1","brown"
"gene-GLRA1|GLRA1","grey"
"gene-LOC100225213|LOC100225213","green"
"gene-RBM22|RBM22","brown"
"gene-DCTN4|DCTN4","brown"
"gene-SMIM3|SMIM3","turquoise"
"gene-GPX3|GPX3","pink"
"gene-TNIP1|TNIP1","blue"
"gene-FAM114A2|FAM114A2","purple"
"gene-MFAP3|MFAP3","black"
"gene-GALNT10|GALNT10","brown"
"gene-LOC140685034|LOC140685034","darkturquoise"
"gene-SAP30L|SAP30L","brown"
"gene-LARP1|LARP1","brown"
"gene-FAXDC2|FAXDC2","turquoise"
"gene-CNOT8|CNOT8","grey"
"gene-GEMIN5|GEMIN5","turquoise"
"gene-MRPL22|MRPL22","pink"
"gene-SGCD|SGCD","paleturquoise"
"gene-LOC101233188|LOC101233188","grey"
"gene-LOC100226241|LOC100226241","blue"
"gene-MED7|MED7","grey"
"gene-ITK|ITK","blue"
"gene-CYFIP2|CYFIP2","floralwhite"
"gene-NIPAL4|NIPAL4","brown"
"gene-ADAM19|ADAM19","blue"
"gene-SOX30|SOX30","turquoise"
"gene-THG1L|THG1L","turquoise"
"gene-LSM11|LSM11","brown"
"gene-EBF1|EBF1","yellow"
"gene-CLINT1|CLINT1","brown"
"gene-LOC115497166|LOC115497166","grey"
"gene-LOC115497098|LOC115497098","green"
"gene-HRH2|HRH2","blue"
"gene-CPLX2|CPLX2","brown"
"gene-SIMC1|SIMC1","turquoise"
"gene-THOC3|THOC3","royalblue"
"gene-KIAA1191|KIAA1191","magenta"
"gene-NOP16|NOP16","yellow"
"gene-HIGD2A|HIGD2A","yellow"
"gene-CLTB|CLTB","green"
"gene-FAF2|FAF2","green"
"gene-RNF44|RNF44","turquoise"
"gene-UNC5A|UNC5A","blue"
"gene-HK3|HK3","grey"
"gene-UBLCP1|UBLCP1","blue"
"gene-LOC100220430|LOC100220430","grey"
"gene-RNF145|RNF145","brown"
"gene-LOC100223312|LOC100223312","magenta"
"gene-LOC140684997|LOC140684997","turquoise"
"gene-UIMC1|UIMC1","brown"
"gene-ZNF346|ZNF346","brown"
"gene-FGFR4|FGFR4","magenta"
"gene-LOC101233052|LOC101233052","blue"
"gene-NSD1|NSD1","turquoise"
"gene-RAB24|RAB24","grey"
"gene-PRELID1|PRELID1","pink"
"gene-MXD3|MXD3","blue"
"gene-DOK3|DOK3","turquoise"
"gene-FAM193B|FAM193B","turquoise"
"gene-DDX41|DDX41","brown"
"gene-PDLIM7|PDLIM7","blue"
"gene-DBN1|DBN1","blue"
"gene-PRR7|PRR7","blue"
"gene-LOC101232953|LOC101232953","grey"
"gene-GRK6|GRK6","palevioletred3"
"gene-SLC34A1|SLC34A1","blue"
"gene-RGS14|RGS14","blue"
"gene-LMAN2|LMAN2","pink"
"gene-B4GALT7|B4GALT7","yellow"
"gene-N4BP3|N4BP3","yellow"
"gene-NHP2|NHP2","pink"
"gene-BRD8|BRD8","midnightblue"
"gene-KIF20A|KIF20A","blue"
"gene-SFXN1|SFXN1","yellow"
"gene-DRD1|DRD1","yellow"
"gene-NSG2|NSG2","red"
"gene-LOC121470688|LOC121470688","red"
"gene-CPEB4|CPEB4","turquoise"
"gene-BOD1|BOD1","blue"
"gene-LOC140685007|LOC140685007","green"
"gene-STC2|STC2","green"
"gene-BNIP1|BNIP1","salmon"
"gene-CREBRF|CREBRF","lightcyan"
"gene-ATP6V0E1|ATP6V0E1","blue"
"gene-RPL26L1|RPL26L1","pink"
"gene-LOC115497108|LOC115497108","lightcyan"
"gene-ERGIC1|ERGIC1","green"
"gene-LOC140685002|LOC140685002","grey60"
"gene-DUSP1|DUSP1","turquoise"
"gene-SH3PXD2B|SH3PXD2B","tan"
"gene-NEURL1B|NEURL1B","darkturquoise"
"gene-STK10|STK10","blue"
"gene-UBTD2|UBTD2","blue"
"gene-ADRB2|ADRB2","maroon"
"gene-SH3TC2|SH3TC2","turquoise"
"gene-ABLIM3|ABLIM3","skyblue3"
"gene-AFAP1L1|AFAP1L1","greenyellow"
"gene-GRPEL2|GRPEL2","grey"
"gene-PCYOX1L|PCYOX1L","blue"
"gene-ARHGEF37|ARHGEF37","tan"
"gene-CSNK1A1|CSNK1A1","brown"
"gene-PPARGC1B|PPARGC1B","grey"
"gene-SLC26A2|SLC26A2","blue"
"gene-LOC101234089|LOC101234089","blue"
"gene-IL12B|IL12B","ivory"
"gene-FBXO38|FBXO38","magenta"
"gene-LOC140685042|LOC140685042","sienna3"
"gene-LOC121470705|LOC121470705","tan"
"gene-PWWP2A|PWWP2A","midnightblue"
"gene-LOC115497141|LOC115497141","green"
"gene-ADRA1B|ADRA1B","green"
"gene-TTC1|TTC1","magenta"
"gene-FABP6|FABP6","pink"
"gene-C1QTNF2|C1QTNF2","red"
"gene-GDF9|GDF9","turquoise"
"gene-UQCRQ|UQCRQ","yellow"
"gene-LEAP2|LEAP2","yellow"
"gene-AFF4|AFF4","purple"
"gene-LOC115497085|LOC115497085","grey"
"gene-ZCCHC10|ZCCHC10","darkred"
"gene-HSPA4|HSPA4","brown"
"gene-LOC140685048|LOC140685048","darkgrey"
"gene-GNPDA1|GNPDA1","brown"
"gene-RNF14|RNF14","saddlebrown"
"gene-NDFIP1|NDFIP1","yellow"
"gene-LOC116808901|LOC116808901","grey"
"gene-SPRY4|SPRY4","black"
"gene-FGF1|FGF1","salmon"
"gene-ARHGAP26|ARHGAP26","black"
"gene-NR3C1|NR3C1","green"
"gene-YIPF5|YIPF5","brown4"
"gene-SH3RF2|SH3RF2","turquoise"
"gene-LARS1|LARS1","brown"
"gene-RBM27|RBM27","black"
"gene-PPP2R2B|PPP2R2B","tan"
"gene-DPYSL3|DPYSL3","brown"
"gene-TCERG1|TCERG1","turquoise"
"gene-JAKMIP2|JAKMIP2","turquoise"
"gene-CDC23|CDC23","red"
"gene-SLU7|SLU7","red"
"gene-PTTG1|PTTG1","blue"
"gene-LOC115497107|LOC115497107","blue"
"gene-ATP10B|ATP10B","black"
"gene-GABRB2|GABRB2","turquoise"
"gene-GABRA1|GABRA1","plum1"
"gene-HMMR|HMMR","black"
"gene-CCNG1|CCNG1","blue"
"gene-NUDCD2|NUDCD2","greenyellow"
"gene-MAT2B|MAT2B","blue"
"gene-TENM2|TENM2","turquoise"
"gene-WWC1|WWC1","green"
"gene-LOC100229617|LOC100229617","magenta"
"gene-RARS1|RARS1","yellow"
"gene-PANK3|PANK3","green"
"gene-SLIT3|SLIT3","white"
"gene-SPDL1|SPDL1","turquoise"
"gene-DOCK2|DOCK2","blue"
"gene-FOXI1|FOXI1","turquoise"
"gene-LCP2|LCP2","blue"
"gene-DND1|DND1","blue"
"gene-WDR55|WDR55","magenta"
"gene-CD14|CD14","blue"
"gene-IK|IK","magenta"
"gene-NDUFA2|NDUFA2","yellow"
"gene-TMCO6|TMCO6","grey"
"gene-SLC35A4|SLC35A4","magenta"
"gene-LOC100220927|LOC100220927","green"
"gene-LOC115497143|LOC115497143","turquoise"
"gene-STING1|STING1","blue"
"gene-UBE2D2|UBE2D2","saddlebrown"
"gene-LOC140685030|LOC140685030","red"
"gene-CXXC5|CXXC5","yellow"
"gene-LOC115497112|LOC115497112","grey"
"gene-NRG2|NRG2","red"
"gene-PURA|PURA","grey"
"gene-LOC115497093|LOC115497093","turquoise"
"gene-CYSTM1|CYSTM1","blue"
"gene-PFDN1|PFDN1","yellow"
"gene-HBEGF|HBEGF","turquoise"
"gene-ANKHD1|ANKHD1","brown"
"gene-APBB3|APBB3","turquoise"
"gene-LOC100221968|LOC100221968","grey"
"gene-LOC140685016|LOC140685016","turquoise"
"gene-LOC100224886|LOC100224886","salmon"
"gene-ZMAT2|ZMAT2","green"
"gene-LOC100220115|LOC100220115","tan"
"gene-LOC140685012|LOC140685012","turquoise"
"gene-LOC140685011|LOC140685011","tan"
"gene-LOC115497068|LOC115497068","tan"
"gene-LOC115497067|LOC115497067","tan"
"gene-LOC115497044|LOC115497044","black"
"gene-LOC140685056|LOC140685056","tan"
"gene-LOC100226723|LOC100226723","brown"
"gene-LOC100225784|LOC100225784","tan"
"gene-LOC140685054|LOC140685054","tan"
"gene-LOC140685055|LOC140685055","black"
"gene-LOC115497045|LOC115497045","blue"
"gene-LOC100225858|LOC100225858","brown"
"gene-LOC140685043|LOC140685043","brown"
"gene-RELL2|RELL2","grey"
"gene-HDAC3|HDAC3","red"
"gene-FCHSD1|FCHSD1","turquoise"
"gene-ARAP3|ARAP3","blue"
"gene-LOC115497097|LOC115497097","blue"
"gene-PCDH1|PCDH1","red"
"gene-DELE1|DELE1","darkgrey"
"gene-PCDH12|PCDH12","blue"
"gene-ECSCR|ECSCR","blue"
"gene-DNAJC18|DNAJC18","turquoise"
"gene-MZB1|MZB1","salmon4"
"gene-SLC23A1|SLC23A1","magenta"
"gene-SIL1|SIL1","yellow"
"gene-PAIP2|PAIP2","magenta"
"gene-MATR3|MATR3","blue"
"gene-LOC115497169|LOC115497169","royalblue"
"gene-CTNNA1|CTNNA1","green"
"gene-LRRTM2|LRRTM2","black"
"gene-LOC116808909|LOC116808909","magenta"
"gene-HSPA9|HSPA9","magenta"
"gene-LOC121470694|LOC121470694","turquoise"
"gene-ETF1|ETF1","brown"
"gene-FBXW11|FBXW11","brown"
"gene-NPM1|NPM1","darkgreen"
"gene-KCNMB1|KCNMB1","green"
"gene-LOC140685023|LOC140685023","grey"
"gene-LOC140685027|LOC140685027","grey"
"gene-CLEC19A|CLEC19A","yellow"
"gene-SYT17|SYT17","yellow"
"gene-ITPRIPL2|ITPRIPL2","darkturquoise"
"gene-COQ7|COQ7","magenta"
"gene-TMC7|TMC7","blue"
"gene-UBE2I|UBE2I","blue"
"gene-PDPK1|PDPK1","brown"
"gene-IL21R|IL21R","blue"
"gene-IL4R|IL4R","green"
"gene-GNPTG|GNPTG","magenta"
"gene-TSR3|TSR3","salmon"
"gene-LOC100224150|LOC100224150","turquoise"
"gene-LOC121468057|LOC121468057","turquoise"
"gene-NSMCE1|NSMCE1","grey60"
"gene-KDM8|KDM8","turquoise"
"gene-LOC116808970|LOC116808970","grey60"
"gene-SMG1|SMG1","turquoise"
"gene-TMC5|TMC5","darkturquoise"
"gene-CCP110|CCP110","darkmagenta"
"gene-GPRC5B|GPRC5B","thistle1"
"gene-GDE1|GDE1","yellow"
"gene-VPS35L|VPS35L","grey"
"gene-KNOP1|KNOP1","black"
"gene-IQCK|IQCK","mediumpurple3"
"gene-DCUN1D3|DCUN1D3","green"
"gene-LYRM1|LYRM1","greenyellow"
"gene-ERI2|ERI2","black"
"gene-LOC100226082|LOC100226082","red"
"gene-LOC105759942|LOC105759942","turquoise"
"gene-LOC100231857|LOC100231857","turquoise"
"gene-THUMPD1|THUMPD1","brown"
"gene-LOC121470736|LOC121470736","grey"
"gene-REXO5|REXO5","turquoise"
"gene-DNAH3|DNAH3","turquoise"
"gene-LDAF1|LDAF1","turquoise"
"gene-MOSMO|MOSMO","black"
"gene-VWA3A|VWA3A","turquoise"
"gene-LOC100223156|LOC100223156","grey"
"gene-ANKS4B|ANKS4B","black"
"gene-CRYM|CRYM","violet"
"gene-UQCRC2|UQCRC2","yellow"
"gene-EEF2K|EEF2K","blue"
"gene-OTOA|OTOA","blue"
"gene-LOC100225060|LOC100225060","grey"
"gene-POLR3E|POLR3E","pink"
"gene-CDR2|CDR2","green"
"gene-METTL9|METTL9","violet"
"gene-IGSF6|IGSF6","blue"
"gene-KDELR2|KDELR2","yellow"
"gene-DAGLB|DAGLB","violet"
"gene-RAC1|RAC1","saddlebrown"
"gene-USP42|USP42","turquoise"
"gene-LOC100228927|LOC100228927","darkturquoise"
"gene-SMIM10L3|SMIM10L3","black"
"gene-LOC140685120|LOC140685120","salmon"
"gene-CYTH3|CYTH3","green"
"gene-EIF2AK1|EIF2AK1","grey"
"gene-AIMP2|AIMP2","bisque4"
"gene-PMS2|PMS2","brown"
"gene-CCZ1|CCZ1","green"
"gene-LMTK2|LMTK2","brown"
"gene-BHLHA15|BHLHA15","tan"
"gene-TECPR1|TECPR1","black"
"gene-NPTX2|NPTX2","black"
"gene-BRI3|BRI3","yellow"
"gene-BAIAP2L1|BAIAP2L1","greenyellow"
"gene-TMEM130|TMEM130","tan"
"gene-TRRAP|TRRAP","turquoise"
"gene-LOC140685082|LOC140685082","midnightblue"
"gene-LOC140685081|LOC140685081","grey"
"gene-FAM20C|FAM20C","red"
"gene-PDGFA|PDGFA","red"
"gene-LOC121470740|LOC121470740","magenta"
"gene-PRKAR1B|PRKAR1B","brown"
"gene-LOC140685105|LOC140685105","grey"
"gene-DNAAF5|DNAAF5","black"
"gene-SUN1|SUN1","grey"
"gene-GET4|GET4","brown"
"gene-ADAP1|ADAP1","yellow"
"gene-COX19|COX19","grey"
"gene-LOC140685075|LOC140685075","orangered4"
"gene-CYP2AC7|CYP2AC7","orangered4"
"gene-LOC115497175|LOC115497175","orangered4"
"gene-CYP2W1|CYP2W1","darkolivegreen"
"gene-ZFAND2A|ZFAND2A","pink"
"gene-CHLSN|CHLSN","red"
"gene-GPR146|GPR146","skyblue"
"gene-LOC116808987|LOC116808987","blue"
"gene-GPER1|GPER1","grey"
"gene-MICALL2|MICALL2","blue"
"gene-INTS1|INTS1","black"
"gene-MAFK|MAFK","blue"
"gene-TMEM184A|TMEM184A","grey"
"gene-LOC100226089|LOC100226089","saddlebrown"
"gene-PSMG3|PSMG3","blue"
"gene-MAD1L1|MAD1L1","salmon"
"gene-SNX8|SNX8","brown"
"gene-MRM2|MRM2","magenta"
"gene-NUDT1|NUDT1","turquoise"
"gene-EIF3B|EIF3B","brown"
"gene-LOC115497252|LOC115497252","brown"
"gene-CHST12|CHST12","blue"
"gene-LOC115497219|LOC115497219","blue"
"gene-LFNG|LFNG","blue"
"gene-LOC115497176|LOC115497176","red"
"gene-BRAT1|BRAT1","turquoise"
"gene-TTYH3|TTYH3","darkturquoise"
"gene-IQCE|IQCE","green"
"gene-GNA12|GNA12","blue"
"gene-CARD11|CARD11","blue"
"gene-LOC100223162|LOC100223162","cyan"
"gene-SDK1|SDK1","salmon"
"gene-LOC100226034|LOC100226034","grey"
"gene-FOXK1|FOXK1","turquoise"
"gene-AP5Z1|AP5Z1","grey"
"gene-RADIL|RADIL","salmon"
"gene-WIPI2|WIPI2","brown"
"gene-SLC29A4|SLC29A4","orange"
"gene-LOC140685085|LOC140685085","white"
"gene-TNRC18|TNRC18","darkolivegreen"
"gene-FBXL18|FBXL18","brown"
"gene-FSCN1|FSCN1","black"
"gene-ACTB|ACTB","blue"
"gene-RNF216|RNF216","thistle2"
"gene-SMURF1|SMURF1","red"
